ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment
IND_0832,Hyderabad,7,2,Light_Rain,Regular,23.7,19.9,1.2,23.88,True,12,Budget
IND_0833,Kolkata,12,7,Heavy_Rain,Holi,18.5,16.99,2.7,45.87,True,24,Regular
IND_0834,Ahmedabad,2,7,Dusty,Eid,22.1,19.11,1.8,34.4,True,11,Regular
IND_0835,Pune,20,6,Humid,Regular,12.1,13.43,1.5,20.14,False,10,Budget
IND_0836,Hyderabad,23,1,Humid,Eid,4.9,13.33,3.5,46.66,True,15,Budget
IND_0837,Pune,13,3,Heavy_Rain,Regular,17.6,24.13,1.5,36.2,True,12,Premium
IND_0838,Chennai,7,4,Dusty,Regular,5.4,12.82,1.0,12.82,True,7,Premium
IND_0839,Ahmedabad,20,7,Light_Rain,Regular,8.7,19.56,1.44,28.17,True,11,Regular
IND_0840,Hyderabad,23,7,Light_Rain,Regular,18.9,23.69,1.7999999999999998,42.64,True,14,Budget
IND_0841,Bangalore,0,5,Hot,Eid,11.7,19.47,3.5,68.14,True,18,Regular
IND_0842,Chennai,9,6,Light_Rain,Regular,21.7,14.69,1.2,17.63,True,14,Premium
IND_0843,Chennai,14,6,Light_Rain,Regular,5.2,19.83,1.2,23.8,True,7,Regular
IND_0844,Hyderabad,23,6,Clear,Eid,18.7,17.79,3.5,62.27,True,22,Budget
IND_0845,Bangalore,1,1,Heavy_Rain,Regular,6.1,11.05,3.5,38.68,True,25,Premium
IND_0846,Pune,7,1,Clear,Holi,11.1,14.75,1.8,26.55,True,11,Regular
IND_0847,Delhi,14,7,Dusty,Regular,8.3,27.02,1.0,27.02,False,6,Budget
IND_0848,Hyderabad,0,5,Humid,Regular,13.0,19.79,1.5,29.68,True,8,Budget
IND_0849,Pune,9,5,Light_Rain,Diwali,9.5,22.56,3.2399999999999998,73.09,False,22,Budget
IND_0850,Ahmedabad,2,5,Humid,Regular,18.4,17.27,1.0,17.27,True,7,Regular
IND_0851,Delhi,5,7,Humid,Regular,6.1,24.76,1.0,24.76,True,6,Budget
IND_0852,Bangalore,2,5,Heavy_Rain,Regular,19.3,11.69,1.5,17.54,True,15,Regular
IND_0853,Pune,21,1,Light_Rain,Eid,3.1,26.97,3.2399999999999998,87.38,True,18,Regular
IND_0854,Kolkata,16,3,Humid,Regular,13.7,17.32,1.0,17.32,True,7,Budget
IND_0855,Hyderabad,4,5,Humid,Holi,15.6,12.72,1.9800000000000002,25.19,False,11,Budget
IND_0856,Pune,14,1,Heavy_Rain,Regular,11.8,22.2,1.5,33.3,False,18,Premium
IND_0857,Hyderabad,22,3,Humid,Regular,16.9,16.69,1.5,25.04,True,8,Premium
IND_0858,Mumbai,19,2,Clear,Eid,4.9,18.3,3.5,64.05,True,20,Budget
IND_0859,Chennai,4,7,Light_Rain,Eid,2.2,14.41,2.16,31.13,True,10,Premium
IND_0860,Chennai,18,7,Hot,Diwali,14.2,19.91,2.7,53.76,True,19,Premium
IND_0861,Pune,5,3,Dusty,Regular,24.3,19.1,1.1,21.01,True,6,Budget
IND_0862,Bangalore,21,2,Light_Rain,Regular,15.1,15.35,2.4,36.84,True,14,Regular
IND_0863,Pune,22,4,Light_Rain,Regular,24.7,24.17,3.0,72.51,False,21,Regular
IND_0864,Hyderabad,9,6,Clear,Eid,11.3,13.32,1.8,23.98,False,11,Budget
IND_0865,Mumbai,2,6,Heavy_Rain,Regular,23.4,39.25,1.5,58.88,True,15,Regular
IND_0866,Bangalore,15,4,Humid,Regular,25.0,27.76,1.0,27.76,True,10,Premium
IND_0867,Pune,22,5,Dusty,Eid,7.6,23.04,3.5,80.64,False,15,Budget
IND_0868,Hyderabad,5,1,Heavy_Rain,Regular,5.1,14.01,1.5,21.02,True,15,Budget
IND_0869,Delhi,10,6,Light_Rain,Regular,14.4,29.63,1.2,35.56,True,10,Budget
IND_0870,Mumbai,23,6,Humid,Regular,7.0,24.14,2.5,60.35,True,18,Premium
IND_0871,Ahmedabad,1,3,Clear,Regular,12.6,10.88,1.5,16.32,False,14,Budget
IND_0872,Kolkata,0,1,Hot,Regular,6.5,14.94,1.5,22.41,True,14,Budget
IND_0873,Chennai,7,4,Hot,Eid,8.9,15.28,1.8,27.5,True,10,Premium
IND_0874,Ahmedabad,5,2,Heavy_Rain,Regular,12.0,11.67,1.5,17.5,True,14,Budget
IND_0875,Pune,23,3,Clear,Holi,17.3,27.02,3.5,94.57,True,16,Budget
IND_0876,Bangalore,10,7,Hot,Regular,18.7,24.84,1.2,29.81,True,13,Regular
IND_0877,Bangalore,4,3,Humid,Diwali,19.6,14.73,1.8,26.51,True,13,Budget
IND_0878,Chennai,15,1,Hot,Holi,16.2,20.4,2.3400000000000003,47.74,True,16,Premium
IND_0879,Hyderabad,21,7,Hot,Holi,12.9,21.31,2.16,46.03,True,14,Budget
IND_0880,Bangalore,7,1,Light_Rain,Regular,2.9,29.81,1.2,35.77,True,11,Budget
IND_0881,Mumbai,12,4,Humid,Eid,18.1,44.4,1.8,79.92,True,12,Regular
IND_0882,Mumbai,9,1,Heavy_Rain,Eid,8.5,25.53,3.2399999999999998,82.72,False,28,Budget
IND_0883,Kolkata,6,3,Hot,Eid,22.9,8.51,1.8,15.32,False,12,Budget
IND_0884,Mumbai,21,5,Light_Rain,Eid,10.3,39.3,3.5,137.55,True,19,Budget
IND_0885,Hyderabad,18,4,Clear,Diwali,5.0,20.62,2.16,44.54,False,19,Premium
IND_0886,Hyderabad,22,4,Clear,Diwali,23.7,18.52,3.5,64.82,True,23,Budget
IND_0887,Mumbai,4,2,Hot,Regular,18.4,41.75,1.0,41.75,True,9,Regular
IND_0888,Pune,2,4,Hot,Regular,23.4,18.57,1.0,18.57,True,7,Premium
IND_0889,Mumbai,22,2,Dusty,Regular,11.1,35.54,2.5,88.85,True,12,Regular
IND_0890,Pune,17,7,Hot,Regular,16.0,12.93,1.0,12.93,True,7,Regular
IND_0891,Ahmedabad,16,6,Dusty,Regular,8.0,18.08,1.0,18.08,True,9,Budget
IND_0892,Mumbai,17,2,Heavy_Rain,Diwali,16.7,43.26,2.7,116.8,True,19,Regular
IND_0893,Hyderabad,6,5,Clear,Diwali,16.9,18.76,1.8,33.77,True,16,Premium
IND_0894,Bangalore,13,5,Heavy_Rain,Eid,24.7,22.52,2.7,60.8,True,19,Premium
IND_0895,Mumbai,17,6,Humid,Diwali,18.6,35.64,1.8,64.15,True,13,Regular
IND_0896,Ahmedabad,7,3,Heavy_Rain,Holi,15.4,17.5,2.97,51.98,False,20,Regular
IND_0897,Kolkata,4,4,Clear,Regular,6.2,9.78,1.0,9.78,True,9,Regular
IND_0898,Chennai,0,3,Light_Rain,Holi,20.8,19.69,3.2399999999999998,63.8,False,15,Budget
IND_0899,Pune,3,6,Humid,Holi,18.7,24.35,1.8,43.83,True,8,Regular
IND_0900,Mumbai,4,2,Clear,Eid,5.3,33.82,1.8,60.88,True,8,Regular
IND_0901,Kolkata,22,1,Light_Rain,Holi,13.0,15.44,3.5,54.04,False,17,Budget
IND_0902,Chennai,20,5,Clear,Diwali,21.0,9.75,2.7,26.33,False,21,Budget
IND_0903,Hyderabad,0,2,Hot,Regular,5.4,19.14,1.5,28.71,True,12,Regular
IND_0904,Delhi,15,2,Clear,Holi,4.3,33.98,1.8,61.16,False,11,Budget
IND_0905,Delhi,1,5,Light_Rain,Holi,11.9,19.7,3.2399999999999998,63.83,True,15,Regular
IND_0906,Chennai,19,7,Heavy_Rain,Eid,22.1,12.61,3.5,44.13,True,29,Regular
IND_0907,Delhi,0,7,Light_Rain,Regular,17.1,19.37,2.4,46.49,True,17,Premium
IND_0908,Delhi,18,4,Dusty,Eid,5.3,19.43,2.16,41.97,True,15,Budget
IND_0909,Pune,19,7,Dusty,Eid,5.2,26.94,2.16,58.19,True,16,Regular
IND_0910,Ahmedabad,17,5,Light_Rain,Regular,3.9,16.29,1.2,19.55,True,8,Budget
IND_0911,Mumbai,11,5,Hot,Holi,23.2,16.79,1.8,30.22,True,15,Regular
IND_0912,Bangalore,9,4,Light_Rain,Regular,21.6,29.44,1.44,42.39,True,15,Budget
IND_0913,Bangalore,3,6,Dusty,Holi,10.7,10.53,1.9800000000000002,20.85,True,15,Regular
IND_0914,Delhi,15,7,Humid,Regular,5.6,15.38,1.0,15.38,True,6,Regular
IND_0915,Pune,4,7,Light_Rain,Regular,19.1,23.21,1.2,27.85,True,12,Budget
IND_0916,Mumbai,9,1,Light_Rain,Diwali,22.3,15.96,2.16,34.47,True,12,Regular
IND_0917,Ahmedabad,17,6,Heavy_Rain,Regular,13.5,16.22,1.6500000000000001,26.76,True,15,Budget
IND_0918,Bangalore,23,2,Hot,Regular,3.3,17.85,2.5,44.62,True,16,Budget
IND_0919,Ahmedabad,10,6,Dusty,Regular,21.0,9.14,1.2,10.97,True,7,Budget
IND_0920,Delhi,11,5,Heavy_Rain,Diwali,7.5,15.74,2.7,42.5,False,22,Regular
IND_0921,Chennai,6,5,Light_Rain,Regular,23.4,12.09,1.2,14.51,True,10,Regular
IND_0922,Ahmedabad,1,1,Heavy_Rain,Diwali,23.7,7.11,3.5,24.89,True,28,Regular
IND_0923,Kolkata,12,6,Heavy_Rain,Holi,18.2,8.46,2.97,25.13,True,22,Regular
IND_0924,Bangalore,0,5,Hot,Regular,15.5,27.04,2.0,54.08,False,14,Budget
IND_0925,Hyderabad,6,7,Dusty,Regular,5.2,20.22,1.0,20.22,True,6,Budget
IND_0926,Pune,1,6,Dusty,Regular,7.5,27.94,2.5,69.85,False,12,Regular
IND_0927,Ahmedabad,3,7,Clear,Holi,19.6,11.02,1.8,19.84,False,12,Budget
IND_0928,Delhi,8,5,Heavy_Rain,Eid,4.1,16.12,3.2399999999999998,52.23,True,25,Budget
IND_0929,Bangalore,3,5,Hot,Diwali,10.4,15.73,1.9800000000000002,31.15,True,16,Budget
IND_0930,Kolkata,11,1,Dusty,Regular,13.6,10.94,1.0,10.94,True,10,Regular
IND_0931,Hyderabad,22,7,Humid,Diwali,5.6,9.79,3.5,34.27,False,18,Budget
IND_0932,Ahmedabad,21,1,Heavy_Rain,Regular,12.8,13.96,2.25,31.41,False,16,Budget
IND_0933,Pune,13,2,Hot,Eid,3.5,15.51,2.5740000000000003,39.92,False,17,Budget
IND_0934,Bangalore,15,2,Dusty,Holi,9.4,10.63,1.9800000000000002,21.05,False,15,Regular
IND_0935,Ahmedabad,6,1,Light_Rain,Regular,2.5,16.86,1.32,22.26,True,11,Budget
IND_0936,Delhi,8,4,Clear,Eid,22.1,22.38,2.16,48.34,True,17,Budget
IND_0937,Delhi,13,3,Heavy_Rain,Holi,6.6,33.66,2.97,99.97,True,23,Budget
IND_0938,Kolkata,22,5,Hot,Regular,2.2,18.75,2.5,46.88,False,17,Regular
IND_0939,Bangalore,10,6,Dusty,Regular,21.0,24.66,1.0,24.66,True,9,Budget
IND_0940,Kolkata,3,7,Dusty,Regular,8.0,17.83,1.1,19.61,True,12,Regular
IND_0941,Delhi,1,2,Dusty,Holi,11.7,24.56,2.7,66.31,False,14,Budget
IND_0942,Mumbai,11,7,Heavy_Rain,Diwali,8.9,24.21,2.7,65.37,True,22,Budget
IND_0943,Kolkata,17,4,Humid,Regular,9.7,20.9,1.1,22.99,True,7,Regular
IND_0944,Pune,12,3,Dusty,Regular,17.6,21.05,1.0,21.05,True,11,Budget
IND_0945,Mumbai,19,4,Clear,Regular,19.2,33.71,2.0,67.42,False,15,Regular
IND_0946,Mumbai,21,3,Hot,Holi,7.1,28.64,2.7,77.33,False,19,Premium
IND_0947,Ahmedabad,13,7,Dusty,Regular,20.0,12.15,1.0,12.15,True,9,Budget
IND_0948,Chennai,9,7,Hot,Regular,7.6,23.3,1.2,27.96,True,8,Regular
IND_0949,Kolkata,10,2,Humid,Regular,7.6,21.6,1.0,21.6,True,8,Budget
IND_0950,Pune,4,6,Hot,Regular,6.0,26.18,1.0,26.18,True,6,Regular
IND_0951,Delhi,20,5,Hot,Regular,19.5,33.08,2.0,66.16,False,14,Budget
IND_0952,Mumbai,20,7,Humid,Holi,2.6,36.23,2.16,78.26,True,12,Regular
IND_0953,Ahmedabad,20,6,Heavy_Rain,Holi,7.5,18.67,3.5,65.34,False,29,Regular
IND_0954,Pune,8,6,Clear,Eid,3.9,11.73,1.8,21.11,True,15,Budget
IND_0955,Delhi,3,2,Heavy_Rain,Eid,22.6,14.13,2.97,41.97,False,25,Budget
IND_0956,Mumbai,13,1,Hot,Regular,3.8,35.62,1.4300000000000002,50.94,True,12,Budget
IND_0957,Bangalore,5,3,Clear,Holi,17.2,22.62,1.8,40.72,True,11,Budget
IND_0958,Mumbai,5,5,Dusty,Eid,23.3,20.79,1.8,37.42,True,12,Regular
IND_0959,Hyderabad,11,1,Light_Rain,Diwali,9.5,11.74,2.16,25.36,True,13,Premium
IND_0960,Chennai,14,6,Hot,Regular,13.8,14.8,1.3,19.24,True,8,Regular
IND_0961,Chennai,12,1,Humid,Regular,19.6,13.3,1.0,13.3,True,9,Premium
IND_0962,Chennai,10,5,Clear,Regular,10.8,11.4,1.2,13.68,True,11,Budget
IND_0963,Bangalore,1,5,Heavy_Rain,Regular,11.4,22.08,3.5,77.28,False,24,Budget
IND_0964,Kolkata,13,7,Light_Rain,Eid,7.6,10.23,2.16,22.1,True,16,Budget
IND_0965,Mumbai,22,3,Light_Rain,Regular,15.1,24.65,1.7999999999999998,44.37,True,11,Regular
IND_0966,Hyderabad,3,5,Heavy_Rain,Regular,16.0,23.02,1.5,34.53,True,17,Regular
IND_0967,Pune,10,7,Heavy_Rain,Holi,6.5,24.25,3.2399999999999998,78.57,False,21,Budget
IND_0968,Kolkata,18,4,Light_Rain,Regular,2.5,7.27,2.4,17.45,True,20,Budget
IND_0969,Pune,1,5,Humid,Diwali,9.8,9.31,3.5,32.59,False,21,Regular
IND_0970,Chennai,10,7,Heavy_Rain,Regular,3.8,21.17,1.7999999999999998,38.11,True,16,Regular
IND_0971,Ahmedabad,15,7,Dusty,Diwali,21.4,19.19,1.8,34.54,False,9,Budget
IND_0972,Kolkata,22,6,Hot,Holi,5.9,9.87,3.5,34.54,True,19,Budget
IND_0973,Mumbai,8,7,Clear,Diwali,3.1,24.13,2.16,52.12,True,17,Regular
IND_0974,Chennai,22,2,Light_Rain,Regular,12.6,10.15,1.7999999999999998,18.27,True,15,Premium
IND_0975,Ahmedabad,21,1,Humid,Regular,7.5,13.21,1.5,19.82,True,10,Regular
IND_0976,Hyderabad,2,3,Heavy_Rain,Regular,3.9,17.49,1.5,26.23,True,18,Budget
IND_0977,Delhi,2,4,Clear,Holi,2.3,16.97,1.9800000000000002,33.6,True,10,Budget
IND_0978,Kolkata,9,6,Hot,Regular,5.5,14.57,1.0,14.57,True,10,Premium
IND_0979,Hyderabad,12,2,Clear,Eid,11.7,19.67,1.8,35.41,True,15,Regular
IND_0980,Hyderabad,0,4,Light_Rain,Eid,2.7,19.25,3.5,67.38,False,16,Regular
IND_0981,Kolkata,13,2,Light_Rain,Regular,13.6,14.62,1.2,17.54,True,9,Budget
IND_0982,Pune,23,4,Light_Rain,Eid,6.4,12.36,3.5,43.26,True,19,Budget
IND_0983,Hyderabad,3,2,Clear,Diwali,22.6,17.78,1.8,32.0,False,9,Budget
IND_0984,Pune,12,4,Clear,Holi,18.9,25.71,1.8,46.28,True,10,Budget
IND_0985,Chennai,23,1,Clear,Holi,13.6,19.91,3.5,69.69,True,22,Regular
IND_0986,Bangalore,10,6,Clear,Holi,6.3,28.0,1.8,50.4,False,14,Budget
IND_0987,Chennai,2,2,Dusty,Regular,21.6,18.1,1.1,19.91,True,9,Budget
IND_0988,Delhi,1,7,Clear,Regular,17.6,18.69,1.5,28.04,True,8,Budget
IND_0989,Delhi,3,3,Dusty,Eid,12.4,28.9,1.8,52.02,True,10,Budget
IND_0990,Chennai,22,3,Humid,Regular,17.3,22.71,2.5,56.78,True,13,Regular
IND_0991,Mumbai,4,4,Light_Rain,Regular,24.9,25.72,1.2,30.86,True,12,Premium
IND_0992,Delhi,6,4,Dusty,Diwali,24.2,32.17,1.9800000000000002,63.7,True,16,Budget
IND_0993,Kolkata,10,4,Humid,Regular,23.7,11.14,1.0,11.14,True,9,Budget
IND_0994,Delhi,13,7,Hot,Regular,24.3,30.22,1.3,39.29,True,6,Premium
IND_0995,Bangalore,16,3,Humid,Regular,17.3,16.07,1.0,16.07,True,7,Budget
IND_0996,Hyderabad,9,7,Humid,Diwali,3.2,13.2,2.16,28.51,False,18,Budget
IND_0997,Chennai,16,6,Humid,Holi,23.9,20.12,1.8,36.22,True,10,Regular
IND_0998,Delhi,9,2,Clear,Regular,23.5,17.72,1.5,26.58,True,12,Premium
IND_0999,Chennai,9,5,Heavy_Rain,Holi,15.0,19.54,3.2399999999999998,63.31,True,22,Regular
IND_1000,Chennai,4,4,Humid,Holi,8.9,9.46,1.9800000000000002,18.73,True,12,Premium
IND_1001,Bangalore,16,4,Dusty,Eid,13.6,23.7,1.8,42.66,True,12,Budget
IND_1002,Mumbai,17,1,Hot,Diwali,19.4,33.46,1.8,60.23,True,13,Budget
IND_1003,Chennai,1,7,Hot,Holi,11.3,8.1,3.5,28.35,True,15,Budget
IND_1004,Delhi,10,5,Clear,Regular,8.7,23.07,1.2,27.68,True,7,Regular
IND_1005,Mumbai,22,2,Humid,Holi,14.9,44.02,2.7,118.85,False,17,Premium
IND_1006,Chennai,23,1,Hot,Regular,17.8,9.95,1.5,14.92,True,14,Regular
IND_1007,Hyderabad,6,1,Hot,Diwali,21.2,15.54,1.8,27.97,False,11,Budget
IND_1008,Hyderabad,17,3,Humid,Regular,12.1,19.19,1.0,19.19,True,10,Budget
IND_1009,Hyderabad,5,5,Dusty,Regular,14.6,16.09,1.0,16.09,True,6,Regular
IND_1010,Kolkata,21,3,Hot,Regular,18.0,8.61,1.5,12.91,True,8,Budget
IND_1011,Delhi,18,4,Clear,Regular,9.0,26.84,2.0,53.68,True,11,Premium
IND_1012,Ahmedabad,23,4,Heavy_Rain,Diwali,24.6,11.65,3.5,40.77,False,27,Regular
IND_1013,Delhi,5,6,Light_Rain,Eid,17.1,24.95,2.3760000000000003,59.28,True,17,Budget
IND_1014,Chennai,12,1,Dusty,Regular,10.7,16.02,1.0,16.02,True,12,Regular
IND_1015,Chennai,4,6,Heavy_Rain,Regular,24.0,13.92,1.6500000000000001,22.97,False,13,Regular
IND_1016,Hyderabad,3,6,Clear,Regular,23.5,16.1,1.0,16.1,True,11,Regular
IND_1017,Hyderabad,3,2,Dusty,Regular,19.4,15.14,1.0,15.14,True,7,Budget
IND_1018,Delhi,14,7,Heavy_Rain,Regular,16.5,12.68,1.5,19.02,True,18,Budget
IND_1019,Hyderabad,6,3,Hot,Regular,17.6,11.83,1.0,11.83,True,9,Regular
IND_1020,Delhi,18,1,Dusty,Regular,4.2,12.76,1.2,15.31,True,11,Budget
IND_1021,Delhi,10,2,Dusty,Regular,24.0,28.75,1.5,43.12,True,14,Regular
IND_1022,Ahmedabad,16,3,Heavy_Rain,Regular,22.7,18.09,1.5,27.13,True,17,Premium
IND_1023,Bangalore,16,3,Clear,Diwali,13.5,11.03,1.8,19.85,False,15,Budget
IND_1024,Pune,22,3,Clear,Regular,22.0,27.39,1.5,41.09,True,9,Regular
IND_1025,Chennai,12,5,Clear,Regular,18.0,9.88,1.1,10.87,True,13,Regular
IND_1026,Mumbai,10,4,Heavy_Rain,Holi,9.7,37.94,2.7,102.44,True,23,Budget
IND_1027,Mumbai,7,4,Clear,Regular,23.8,42.13,1.0,42.13,True,6,Budget
IND_1028,Delhi,17,4,Light_Rain,Eid,18.6,14.39,2.3760000000000003,34.19,True,16,Budget
IND_1029,Hyderabad,0,1,Clear,Regular,20.0,11.33,2.5,28.32,True,16,Regular
IND_1030,Ahmedabad,1,4,Hot,Regular,4.9,16.12,2.5,40.3,False,15,Premium
IND_1031,Kolkata,11,2,Heavy_Rain,Regular,23.1,10.57,1.5,15.86,True,14,Regular
IND_1032,Mumbai,0,7,Dusty,Holi,20.7,17.3,2.7,46.71,True,14,Budget
IND_1033,Hyderabad,9,2,Humid,Regular,13.0,10.08,1.0,10.08,True,15,Budget
IND_1034,Kolkata,7,4,Dusty,Eid,23.7,18.7,1.8,33.66,True,10,Premium
IND_1035,Delhi,1,3,Hot,Regular,23.9,23.18,1.5,34.77,True,8,Premium
IND_1036,Hyderabad,3,3,Dusty,Regular,20.1,8.61,1.0,8.61,True,10,Budget
IND_1037,Delhi,0,4,Clear,Eid,8.4,20.84,2.7,56.27,False,19,Budget
IND_1038,Pune,12,4,Clear,Holi,6.7,12.5,1.9800000000000002,24.75,True,14,Budget
IND_1039,Mumbai,19,7,Heavy_Rain,Regular,22.9,39.31,3.0,117.93,False,20,Regular
IND_1040,Pune,13,7,Dusty,Regular,19.3,24.34,1.1,26.77,True,13,Budget
IND_1041,Ahmedabad,13,5,Dusty,Regular,19.7,10.38,1.1,11.42,True,13,Budget
IND_1042,Mumbai,8,7,Dusty,Eid,4.0,22.5,2.7,60.75,False,18,Budget
IND_1043,Chennai,21,3,Dusty,Regular,19.7,8.21,1.5,12.32,True,10,Budget
IND_1044,Bangalore,14,4,Clear,Regular,2.2,10.74,1.0,10.74,True,12,Budget
IND_1045,Mumbai,18,1,Heavy_Rain,Regular,14.7,43.6,2.25,98.1,False,23,Budget
IND_1046,Bangalore,7,6,Light_Rain,Holi,22.0,23.12,2.16,49.94,False,10,Regular
IND_1047,Ahmedabad,18,3,Clear,Regular,18.5,7.79,2.0,15.58,True,19,Budget
IND_1048,Kolkata,17,6,Clear,Regular,7.4,8.64,1.1,9.5,True,6,Budget
IND_1049,Kolkata,21,4,Clear,Regular,11.8,11.25,1.2,13.5,True,12,Budget
IND_1050,Pune,20,3,Hot,Eid,16.3,12.05,2.16,26.03,True,13,Regular
IND_1051,Delhi,19,2,Heavy_Rain,Regular,18.5,29.07,3.0,87.21,True,28,Budget
IND_1052,Bangalore,12,7,Dusty,Diwali,24.0,29.17,1.8,52.51,True,16,Regular
IND_1053,Pune,17,6,Clear,Regular,22.2,24.17,1.1,26.59,True,10,Budget
IND_1054,Hyderabad,18,3,Light_Rain,Eid,7.6,21.05,3.2399999999999998,68.2,False,18,Premium
IND_1055,Ahmedabad,23,4,Heavy_Rain,Diwali,10.1,13.57,3.5,47.5,True,25,Budget
IND_1056,Bangalore,17,2,Hot,Regular,15.4,12.76,1.0,12.76,True,8,Budget
IND_1057,Pune,13,5,Light_Rain,Regular,13.4,25.75,1.2,30.9,True,13,Budget
IND_1058,Delhi,13,3,Humid,Regular,23.4,29.09,1.0,29.09,True,12,Budget
IND_1059,Bangalore,2,2,Humid,Regular,14.2,17.76,1.1,19.54,True,9,Regular
IND_1060,Chennai,3,3,Heavy_Rain,Regular,16.0,9.83,1.5,14.75,False,19,Premium
IND_1061,Ahmedabad,23,7,Hot,Eid,19.4,16.1,3.5,56.35,False,21,Premium
IND_1062,Delhi,4,1,Humid,Regular,10.5,26.94,1.1,29.63,True,7,Regular
IND_1063,Chennai,3,2,Heavy_Rain,Regular,9.8,17.59,1.6500000000000001,29.02,True,16,Regular
IND_1064,Bangalore,1,7,Dusty,Regular,6.8,20.38,2.5,50.95,False,14,Budget
IND_1065,Chennai,8,4,Hot,Holi,22.4,12.9,2.16,27.86,True,18,Premium
IND_1066,Bangalore,3,2,Humid,Regular,13.7,13.38,1.0,13.38,True,9,Regular
IND_1067,Mumbai,15,7,Clear,Eid,6.7,43.25,1.9800000000000002,85.64,True,13,Regular
IND_1068,Chennai,3,6,Dusty,Regular,4.8,23.11,1.1,25.42,True,12,Premium
IND_1069,Delhi,11,7,Clear,Regular,20.2,28.73,1.0,28.73,True,8,Budget
IND_1070,Delhi,22,6,Heavy_Rain,Diwali,12.0,33.44,3.5,117.04,True,27,Regular
IND_1071,Mumbai,20,6,Clear,Holi,5.1,26.29,2.16,56.79,True,14,Budget
IND_1072,Ahmedabad,9,2,Light_Rain,Regular,22.1,19.36,1.7999999999999998,34.85,True,10,Budget
IND_1073,Hyderabad,22,2,Clear,Regular,17.8,18.43,2.5,46.08,True,16,Budget
IND_1074,Bangalore,9,7,Light_Rain,Eid,17.4,19.8,3.2399999999999998,64.15,False,19,Budget
IND_1075,Delhi,9,4,Hot,Eid,7.7,21.77,1.8,39.19,True,13,Budget
IND_1076,Bangalore,15,7,Hot,Regular,11.5,14.7,1.3,19.11,True,8,Premium
IND_1077,Kolkata,8,6,Heavy_Rain,Regular,11.0,13.63,1.7999999999999998,24.53,False,16,Budget
IND_1078,Mumbai,9,4,Hot,Holi,15.2,20.0,1.8,36.0,True,11,Premium
IND_1079,Bangalore,19,5,Clear,Regular,2.5,17.58,2.0,35.16,True,14,Regular
IND_1080,Delhi,20,1,Humid,Holi,10.3,16.56,2.16,35.77,True,15,Regular
IND_1081,Chennai,5,3,Heavy_Rain,Regular,7.0,20.47,1.5,30.7,True,12,Premium
IND_1082,Pune,15,1,Light_Rain,Eid,8.9,13.37,2.16,28.88,False,16,Regular
IND_1083,Pune,20,4,Light_Rain,Regular,19.0,14.13,1.44,20.35,False,13,Regular
IND_1084,Pune,0,1,Dusty,Regular,14.5,26.46,1.5,39.69,True,13,Budget
IND_1085,Chennai,10,4,Humid,Regular,2.5,12.66,1.0,12.66,True,13,Regular
IND_1086,Pune,9,4,Clear,Holi,24.2,19.66,2.16,42.47,True,17,Regular
IND_1087,Pune,0,4,Dusty,Regular,23.9,23.49,2.5,58.72,False,13,Premium
IND_1088,Hyderabad,14,3,Hot,Regular,4.5,13.28,1.3,17.26,True,14,Budget
IND_1089,Bangalore,6,7,Hot,Regular,7.7,12.83,1.1,14.11,True,12,Regular
IND_1090,Mumbai,15,3,Hot,Eid,19.0,40.03,2.3400000000000003,93.67,False,15,Budget
IND_1091,Hyderabad,17,7,Hot,Regular,13.5,24.31,1.0,24.31,True,11,Regular
IND_1092,Delhi,3,4,Dusty,Diwali,10.6,29.41,1.8,52.94,True,9,Budget
IND_1093,Delhi,1,4,Hot,Holi,16.4,24.07,2.7,64.99,False,16,Budget
IND_1094,Pune,9,6,Dusty,Eid,14.0,20.69,2.16,44.69,True,13,Budget
IND_1095,Kolkata,16,5,Heavy_Rain,Regular,12.6,21.04,1.5,31.56,True,18,Budget
IND_1096,Kolkata,13,2,Light_Rain,Regular,3.5,21.65,1.2,25.98,True,7,Budget
IND_1097,Ahmedabad,10,1,Clear,Regular,12.8,9.03,1.2,10.84,True,13,Budget
IND_1098,Mumbai,6,3,Heavy_Rain,Regular,23.0,27.78,1.5,41.67,True,18,Premium
IND_1099,Hyderabad,2,5,Light_Rain,Diwali,18.8,12.76,2.16,27.56,True,11,Regular
IND_1100,Pune,10,5,Humid,Regular,8.4,24.34,1.5,36.51,True,11,Budget
IND_1101,Hyderabad,6,1,Humid,Holi,5.3,16.08,1.8,28.94,True,15,Budget
IND_1102,Ahmedabad,13,6,Hot,Eid,9.0,16.88,2.3400000000000003,39.5,True,13,Budget
IND_1103,Chennai,16,3,Humid,Diwali,22.3,22.32,1.8,40.18,True,15,Regular
IND_1104,Pune,17,4,Hot,Regular,20.1,22.02,1.1,24.22,True,7,Premium
IND_1105,Kolkata,23,4,Light_Rain,Regular,14.9,21.97,1.7999999999999998,39.55,True,10,Regular
IND_1106,Mumbai,6,4,Heavy_Rain,Regular,6.5,32.59,1.5,48.89,False,15,Budget
IND_1107,Mumbai,19,3,Clear,Regular,8.3,29.36,1.2,35.23,True,13,Budget
IND_1108,Mumbai,18,7,Clear,Regular,18.5,29.12,2.0,58.24,True,15,Budget
IND_1109,Delhi,1,3,Clear,Regular,22.6,15.52,2.5,38.8,False,18,Budget
