ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,driver_supply,customer_segment,surge_multiplier,final_fare,ride_completed,wait_time_mins
IND_00787,Bangalore,14,1,Dusty,Eid,3.5,22.29,30,Regular,1.82,141.99,1,20
IND_00788,Bangalore,21,5,Heavy_Rain,Eid,1.4,27.67,26,Budget,1.65,63.92,0,18
IND_00789,Mumbai,12,2,Heavy_Rain,Eid,11.1,28.95,40,Regular,2.05,658.76,1,20
IND_00790,Pune,17,6,Dusty,Eid,4.3,9.86,10,Regular,1.86,78.86,0,22
IND_00791,Hyderabad,14,3,Dusty,Diwali,7.3,19.73,31,Budget,2.16,311.1,1,21
IND_00792,Mumbai,21,5,Dusty,Holi,17.8,18.42,38,Budget,1.9,622.96,1,19
IND_00793,Mumbai,18,6,Heavy_Rain,Holi,2.6,39.96,10,Regular,1.95,202.6,1,24
IND_00794,Mumbai,14,1,Dusty,Diwali,5.0,34.37,32,Regular,2.23,383.23,1,22
IND_00795,Ahmedabad,18,4,Hot,Regular,1.0,17.19,10,Premium,1.31,22.52,1,21
IND_00796,Chennai,18,4,Dusty,Eid,3.3,17.6,10,Regular,1.98,115.0,1,24
IND_00797,Kolkata,16,1,Dusty,Diwali,3.4,18.99,22,Premium,1.95,125.9,1,21
IND_00798,Kolkata,16,4,Light_Rain,Regular,1.0,21.75,26,Regular,1.22,26.54,1,17
IND_00799,Delhi,2,2,Dusty,Eid,6.5,31.89,76,Premium,1.85,383.48,1,11
IND_00800,Delhi,16,7,Heavy_Rain,Holi,2.2,23.43,23,Budget,1.74,89.69,0,20
IND_00801,Chennai,10,6,Hot,Regular,1.0,10.98,36,Regular,1.28,14.05,1,15
IND_00802,Ahmedabad,17,7,Dusty,Eid,1.3,13.58,11,Budget,1.55,27.36,1,20
IND_00803,Chennai,22,2,Heavy_Rain,Diwali,14.2,21.18,42,Regular,1.71,514.29,1,18
IND_00804,Bangalore,10,7,Heavy_Rain,Holi,4.2,14.1,46,Budget,1.8,106.6,0,17
IND_00805,Chennai,14,4,Heavy_Rain,Holi,9.5,23.85,16,Budget,1.62,367.05,0,19
IND_00806,Chennai,9,1,Dusty,Eid,6.3,8.38,44,Premium,2.03,107.17,1,18
IND_00807,Chennai,17,3,Dusty,Holi,28.4,12.7,10,Regular,1.83,660.04,1,22
IND_00808,Chennai,14,5,Heavy_Rain,Diwali,4.0,9.95,32,Regular,2.23,88.75,1,22
IND_00809,Bangalore,21,7,Dusty,Eid,9.0,28.87,22,Budget,1.89,491.08,0,19
IND_00810,Kolkata,11,4,Heavy_Rain,Diwali,2.4,15.11,22,Budget,2.72,98.64,0,23
IND_00811,Mumbai,9,2,Dusty,Diwali,1.6,17.58,52,Regular,1.72,48.38,1,16
IND_00812,Ahmedabad,9,3,Dusty,Holi,2.3,15.01,51,Regular,1.6,55.24,1,16
IND_00813,Ahmedabad,21,4,Light_Rain,Regular,1.0,14.38,34,Regular,1.4,20.13,1,17
IND_00814,Chennai,13,3,Dusty,Holi,2.6,19.64,23,Budget,1.84,93.96,0,20
IND_00815,Chennai,2,7,Dusty,Diwali,1.0,23.52,85,Regular,2.01,47.28,1,12
IND_00816,Kolkata,18,4,Light_Rain,Regular,1.0,13.8,10,Budget,1.37,18.91,1,21
IND_00817,Ahmedabad,15,5,Dusty,Holi,5.1,17.99,14,Regular,2.03,186.25,1,22
IND_00818,Pune,20,2,Heavy_Rain,Holi,1.6,24.53,21,Regular,1.88,73.79,1,19
IND_00819,Ahmedabad,0,7,Dusty,Diwali,1.4,12.21,75,Regular,1.81,30.94,1,13
IND_00820,Ahmedabad,12,6,Dusty,Diwali,29.4,11.99,39,Regular,2.28,803.71,1,21
IND_00821,Pune,9,5,Dusty,Eid,11.9,19.78,39,Regular,1.98,466.06,1,18
IND_00822,Delhi,9,6,Dusty,Diwali,4.5,29.01,48,Regular,1.81,236.29,1,17
IND_00823,Delhi,19,6,Heavy_Rain,Holi,1.0,30.91,15,Premium,3.5,108.19,1,28
IND_00824,Pune,8,5,Heavy_Rain,Diwali,2.2,15.22,42,Budget,2.0,66.97,1,17
IND_00825,Mumbai,14,2,Heavy_Rain,Holi,1.4,37.71,27,Regular,2.23,117.73,1,22
IND_00826,Ahmedabad,18,5,Dusty,Holi,4.4,9.54,10,Regular,2.09,87.73,1,25
IND_00827,Pune,16,7,Dusty,Diwali,1.5,22.64,33,Regular,2.9,98.48,1,25
IND_00828,Pune,17,3,Hot,Regular,1.0,25.11,18,Budget,1.45,36.41,1,20
IND_00829,Mumbai,16,4,Dusty,Diwali,2.0,36.1,14,Premium,1.68,121.3,1,19
IND_00830,Pune,0,2,Dusty,Holi,6.5,20.88,75,Budget,2.11,286.37,0,15
IND_00831,Bangalore,19,2,Heavy_Rain,Eid,2.0,19.5,24,Budget,1.82,70.98,1,20
IND_00832,Bangalore,0,7,Heavy_Rain,Diwali,7.2,15.77,78,Budget,1.95,221.41,0,14
IND_00833,Ahmedabad,19,5,Heavy_Rain,Diwali,3.7,15.55,26,Budget,1.6,92.06,1,19
IND_00834,Pune,17,5,Hot,Regular,1.3,20.84,18,Regular,1.43,38.74,1,20
IND_00835,Pune,19,3,Heavy_Rain,Holi,1.2,15.75,31,Regular,1.62,30.62,1,19
IND_00836,Hyderabad,20,5,Dusty,Holi,1.0,20.11,37,Premium,1.71,34.39,1,19
IND_00837,Mumbai,19,4,Dusty,Diwali,27.7,32.04,15,Regular,1.87,1659.64,1,20
IND_00838,Chennai,12,2,Heavy_Rain,Eid,3.3,15.9,23,Premium,1.91,100.22,1,19
IND_00839,Delhi,22,2,Hot,Regular,1.4,27.73,36,Regular,1.5,58.23,1,17
IND_00840,Mumbai,8,5,Hot,Regular,1.9,29.07,48,Regular,1.46,80.64,1,14
IND_00841,Chennai,11,2,Clear,Regular,1.0,12.92,40,Regular,1.0,12.92,1,15
IND_00842,Chennai,15,1,Dusty,Eid,1.2,9.04,11,Budget,1.62,17.57,1,20
IND_00843,Chennai,21,3,Heavy_Rain,Holi,2.0,21.75,24,Budget,1.7,73.95,1,18
IND_00844,Chennai,12,5,Dusty,Holi,4.1,12.28,21,Premium,1.94,97.68,1,20
IND_00845,Bangalore,23,3,Heavy_Rain,Eid,13.1,28.2,49,Budget,2.15,794.25,0,17
IND_00846,Hyderabad,9,3,Heavy_Rain,Holi,12.3,16.24,38,Premium,2.03,405.5,1,18
IND_00847,Bangalore,9,4,Dusty,Holi,1.0,26.75,48,Budget,1.53,40.93,1,15
IND_00848,Bangalore,12,5,Hot,Regular,1.0,14.22,29,Budget,1.42,20.19,1,17
IND_00849,Delhi,9,3,Dusty,Holi,1.6,13.21,49,Budget,1.72,36.35,1,16
IND_00850,Hyderabad,18,4,Dusty,Holi,1.0,14.46,10,Budget,1.53,22.12,1,22
IND_00851,Mumbai,18,7,Dusty,Holi,1.4,23.66,10,Regular,1.53,50.68,1,22
IND_00852,Mumbai,19,2,Dusty,Holi,3.4,17.92,33,Regular,1.77,107.84,1,20
IND_00853,Kolkata,11,1,Light_Rain,Regular,1.0,11.05,39,Budget,1.45,16.02,1,17
IND_00854,Hyderabad,0,1,Heavy_Rain,Eid,1.0,20.48,63,Budget,2.84,58.16,0,18
IND_00855,Mumbai,19,6,Heavy_Rain,Diwali,2.1,35.18,29,Budget,1.54,113.77,0,19
IND_00856,Ahmedabad,1,2,Dusty,Holi,12.4,11.57,67,Budget,1.76,252.5,1,12
IND_00857,Mumbai,11,1,Heavy_Rain,Eid,3.2,43.16,24,Regular,2.03,280.37,1,20
IND_00858,Bangalore,18,1,Heavy_Rain,Diwali,2.8,17.52,10,Regular,1.97,96.64,1,24
IND_00859,Delhi,17,7,Dusty,Holi,2.1,26.69,11,Regular,1.67,93.6,1,21
IND_00860,Delhi,16,2,Heavy_Rain,Holi,3.3,18.38,15,Budget,3.11,188.63,0,26
IND_00861,Chennai,12,5,Heavy_Rain,Holi,2.0,11.02,27,Premium,1.94,42.76,1,20
IND_00862,Bangalore,20,3,Heavy_Rain,Diwali,3.0,22.91,32,Regular,1.71,117.53,1,19
IND_00863,Delhi,22,6,Dusty,Diwali,2.6,32.99,28,Budget,1.61,138.1,1,17
IND_00864,Chennai,12,1,Heavy_Rain,Holi,1.7,21.21,41,Budget,1.82,65.62,0,19
IND_00865,Mumbai,19,1,Hot,Regular,1.0,34.94,23,Budget,1.45,50.66,1,18
IND_00866,Mumbai,21,3,Dusty,Holi,1.8,30.46,22,Budget,1.63,89.37,1,18
IND_00867,Mumbai,21,5,Dusty,Diwali,2.6,26.53,31,Regular,1.84,126.92,1,19
IND_00868,Chennai,15,4,Heavy_Rain,Holi,5.7,14.81,20,Regular,2.23,188.25,1,23
IND_00869,Ahmedabad,21,1,Hot,Regular,1.9,16.89,25,Regular,1.33,42.68,1,17
IND_00870,Pune,13,6,Dusty,Eid,1.0,21.55,19,Budget,3.5,75.42,1,28
IND_00871,Kolkata,9,4,Humid,Regular,1.0,14.3,38,Regular,1.09,15.59,0,13
IND_00872,Mumbai,15,1,Heavy_Rain,Holi,3.2,36.59,27,Budget,2.03,237.69,1,22
IND_00873,Ahmedabad,13,5,Dusty,Diwali,27.3,13.94,17,Budget,1.89,719.26,0,20
IND_00874,Mumbai,20,1,Heavy_Rain,Eid,1.7,27.17,33,Regular,1.8,83.14,1,19
IND_00875,Bangalore,14,3,Heavy_Rain,Diwali,1.4,24.82,19,Budget,1.83,63.59,0,20
IND_00876,Mumbai,15,1,Heavy_Rain,Diwali,2.3,29.14,14,Regular,1.72,115.28,0,20
IND_00877,Mumbai,16,1,Heavy_Rain,Holi,2.2,42.14,32,Regular,1.74,161.31,1,20
IND_00878,Delhi,23,6,Heavy_Rain,Diwali,5.3,14.63,57,Regular,1.91,148.1,1,16
IND_00879,Pune,17,6,Heavy_Rain,Holi,2.9,15.16,10,Regular,2.36,103.76,1,25
IND_00880,Bangalore,11,6,Heavy_Rain,Holi,2.9,16.71,34,Budget,1.72,83.35,0,18
IND_00881,Kolkata,13,4,Dusty,Diwali,2.7,15.3,17,Premium,1.59,65.68,1,19
IND_00882,Pune,1,4,Heavy_Rain,Holi,11.6,23.78,67,Budget,1.94,535.15,0,13
IND_00883,Delhi,17,4,Dusty,Holi,3.3,28.26,16,Regular,2.21,206.1,1,24
IND_00884,Hyderabad,16,1,Dusty,Eid,1.2,10.43,21,Budget,1.59,19.9,1,19
IND_00885,Mumbai,18,3,Hot,Regular,2.2,32.89,10,Regular,1.49,107.81,1,22
IND_00886,Chennai,18,4,Heavy_Rain,Eid,2.0,13.91,10,Budget,2.06,57.31,1,25
IND_00887,Delhi,1,7,Heavy_Rain,Holi,2.3,26.24,73,Regular,1.69,101.99,1,11
IND_00888,Hyderabad,17,6,Heavy_Rain,Eid,2.7,9.92,16,Regular,1.89,50.62,1,22
IND_00889,Bangalore,9,1,Heavy_Rain,Diwali,1.0,23.4,43,Regular,3.5,81.9,1,25
IND_00890,Chennai,14,5,Dusty,Diwali,1.2,13.68,16,Budget,1.78,29.22,1,20
IND_00891,Bangalore,12,5,Heavy_Rain,Holi,3.7,13.16,23,Regular,2.14,104.2,1,21
IND_00892,Ahmedabad,18,4,Dusty,Holi,1.6,14.71,10,Budget,1.72,40.48,0,23
IND_00893,Delhi,22,3,Heavy_Rain,Diwali,16.4,19.5,32,Regular,1.66,530.87,1,17
IND_00894,Hyderabad,9,2,Dusty,Diwali,12.7,9.25,38,Premium,2.17,254.92,1,19
IND_00895,Ahmedabad,21,3,Dusty,Diwali,7.4,9.31,26,Budget,1.97,135.72,1,20
IND_00896,Chennai,11,6,Heavy_Rain,Diwali,3.3,11.44,22,Regular,1.69,63.8,1,18
IND_00897,Delhi,18,3,Dusty,Holi,2.8,31.59,10,Budget,1.75,154.79,0,23
IND_00898,Chennai,19,7,Heavy_Rain,Eid,3.4,18.26,20,Premium,2.56,158.94,1,24
IND_00899,Ahmedabad,8,2,Heavy_Rain,Eid,4.1,18.21,52,Budget,2.37,176.95,0,19
IND_00900,Pune,18,6,Heavy_Rain,Diwali,10.1,22.99,10,Budget,1.85,429.57,0,24
IND_00901,Bangalore,22,5,Light_Rain,Regular,1.8,28.28,27,Budget,1.38,70.25,0,16
IND_00902,Ahmedabad,16,2,Heavy_Rain,Holi,3.9,16.54,29,Regular,2.25,145.14,1,22
IND_00903,Delhi,22,2,Heavy_Rain,Diwali,1.4,22.41,26,Regular,1.51,47.37,1,17
IND_00904,Pune,8,5,Heavy_Rain,Holi,1.7,27.05,58,Budget,1.55,71.28,1,15
IND_00905,Mumbai,15,4,Dusty,Diwali,11.1,29.39,28,Regular,1.68,548.06,1,20
IND_00906,Mumbai,20,6,Dusty,Diwali,2.2,44.29,31,Premium,1.61,156.88,1,18
IND_00907,Kolkata,16,3,Heavy_Rain,Eid,1.8,16.4,24,Budget,2.6,76.75,1,24
IND_00908,Chennai,19,6,Hot,Regular,1.9,15.24,32,Regular,1.47,42.57,1,18
IND_00909,Hyderabad,12,5,Heavy_Rain,Eid,1.2,21.39,22,Premium,1.59,40.81,1,18
IND_00910,Kolkata,11,7,Heavy_Rain,Holi,4.7,20.32,40,Budget,1.76,168.09,0,19
IND_00911,Kolkata,9,2,Heavy_Rain,Eid,2.6,9.63,40,Regular,2.15,53.83,1,19
IND_00912,Kolkata,18,2,Heavy_Rain,Eid,2.3,10.58,10,Budget,1.93,46.96,1,24
IND_00913,Hyderabad,18,1,Heavy_Rain,Holi,4.0,20.8,10,Budget,2.04,169.73,1,25
IND_00914,Pune,18,6,Heavy_Rain,Holi,2.1,14.27,10,Budget,2.04,61.13,1,25
IND_00915,Delhi,12,3,Dusty,Holi,1.7,22.81,23,Regular,2.09,81.04,1,20
IND_00916,Ahmedabad,11,5,Dusty,Diwali,1.3,8.14,23,Budget,1.56,16.51,0,18
IND_00917,Chennai,9,1,Heavy_Rain,Holi,13.0,9.9,40,Budget,2.15,276.71,1,19
IND_00918,Mumbai,12,7,Light_Rain,Regular,1.5,23.8,34,Budget,1.33,47.48,1,16
IND_00919,Mumbai,16,2,Light_Rain,Regular,1.0,23.75,21,Budget,1.36,32.3,1,18
IND_00920,Kolkata,18,7,Dusty,Eid,2.2,13.18,10,Regular,2.25,65.24,1,26
IND_00921,Ahmedabad,10,7,Heavy_Rain,Holi,2.9,12.95,38,Budget,1.73,64.97,0,17
IND_00922,Kolkata,8,1,Light_Rain,Regular,1.0,21.56,47,Budget,1.37,29.54,1,14
IND_00923,Bangalore,21,7,Heavy_Rain,Eid,3.5,22.37,25,Regular,1.84,144.06,1,19
IND_00924,Bangalore,9,7,Heavy_Rain,Diwali,27.4,13.23,52,Premium,1.89,685.13,1,17
IND_00925,Chennai,17,7,Heavy_Rain,Eid,8.2,14.28,11,Regular,1.93,226.0,1,22
IND_00926,Bangalore,15,1,Heavy_Rain,Eid,4.0,17.46,10,Budget,2.06,143.87,0,22
IND_00927,Ahmedabad,18,1,Dusty,Holi,2.3,16.99,10,Budget,1.97,76.98,1,24
IND_00928,Kolkata,13,7,Dusty,Holi,1.7,16.71,34,Premium,1.68,47.72,1,19
IND_00929,Ahmedabad,10,6,Light_Rain,Regular,1.0,11.4,31,Regular,1.37,15.62,1,15
IND_00930,Delhi,12,2,Dusty,Eid,1.0,19.09,35,Regular,2.19,41.81,1,21
IND_00931,Kolkata,16,1,Heavy_Rain,Eid,1.8,7.83,22,Regular,1.52,21.42,1,18
IND_00932,Delhi,16,7,Dusty,Eid,1.3,24.38,16,Regular,1.72,54.51,1,19
IND_00933,Pune,13,3,Dusty,Eid,4.7,12.69,17,Regular,2.41,143.74,1,23
IND_00934,Kolkata,14,1,Dusty,Holi,1.4,12.96,15,Budget,2.12,38.47,0,21
IND_00935,Kolkata,8,3,Dusty,Eid,4.7,11.62,52,Budget,2.25,122.88,1,18
IND_00936,Pune,17,1,Dusty,Diwali,1.9,24.27,14,Regular,1.87,86.23,1,22
IND_00937,Pune,16,5,Light_Rain,Regular,1.0,11.65,23,Budget,1.27,14.8,1,17
IND_00938,Kolkata,22,6,Dusty,Diwali,2.9,7.99,46,Budget,1.82,42.17,1,18
IND_00939,Pune,9,4,Dusty,Eid,2.0,12.32,38,Regular,3.13,77.12,1,23
IND_00940,Pune,16,4,Dusty,Diwali,1.4,14.5,23,Regular,1.94,39.38,1,21
IND_00941,Chennai,22,1,Dusty,Diwali,1.6,16.4,26,Budget,1.58,41.46,0,17
IND_00942,Chennai,17,7,Dusty,Diwali,2.1,24.25,10,Regular,2.16,110.0,1,24
IND_00943,Ahmedabad,21,2,Heavy_Rain,Diwali,16.4,18.79,28,Budget,1.8,554.68,0,19
IND_00944,Delhi,16,5,Dusty,Eid,6.4,25.77,27,Budget,2.18,359.54,1,22
IND_00945,Ahmedabad,15,1,Heavy_Rain,Holi,3.9,19.67,28,Regular,2.18,167.23,0,22
IND_00946,Chennai,23,6,Heavy_Rain,Diwali,1.2,10.77,48,Budget,1.51,19.52,0,14
IND_00947,Mumbai,20,5,Dusty,Eid,4.7,23.18,30,Premium,2.22,241.86,0,21
IND_00948,Chennai,7,3,Heavy_Rain,Eid,2.2,17.0,74,Budget,1.99,74.43,0,15
IND_00949,Delhi,9,6,Heavy_Rain,Eid,12.6,25.77,44,Budget,1.7,551.99,1,16
IND_00950,Chennai,8,6,Dusty,Diwali,1.3,12.61,49,Regular,1.72,28.2,1,16
IND_00951,Mumbai,20,4,Dusty,Holi,3.8,19.11,32,Regular,2.19,159.03,1,21
IND_00952,Bangalore,21,6,Heavy_Rain,Eid,8.3,12.05,26,Budget,1.86,186.03,1,19
IND_00953,Delhi,18,6,Heavy_Rain,Diwali,5.4,21.6,10,Regular,2.82,328.92,1,29
IND_00954,Chennai,18,1,Light_Rain,Regular,1.1,19.75,10,Regular,1.48,32.15,1,22
IND_00955,Kolkata,14,4,Dusty,Diwali,2.6,9.58,18,Regular,2.18,54.3,1,22
IND_00956,Bangalore,17,2,Dusty,Diwali,1.0,23.76,10,Budget,1.61,38.25,0,21
IND_00957,Delhi,17,4,Dusty,Holi,14.7,13.79,10,Budget,1.95,395.29,0,22
IND_00958,Mumbai,22,5,Dusty,Diwali,1.1,29.07,26,Budget,1.66,53.08,1,17
IND_00959,Delhi,13,6,Heavy_Rain,Eid,2.1,33.16,21,Premium,2.04,142.06,1,21
IND_00960,Mumbai,11,2,Dusty,Eid,1.0,17.72,26,Budget,3.5,62.02,1,27
IND_00961,Hyderabad,17,7,Heavy_Rain,Diwali,1.8,16.58,10,Regular,1.78,53.12,1,22
IND_00962,Hyderabad,20,6,Heavy_Rain,Eid,6.0,24.39,22,Budget,1.82,266.34,1,19
IND_00963,Ahmedabad,20,4,Heavy_Rain,Holi,1.0,11.76,22,Regular,1.62,19.05,1,18
IND_00964,Kolkata,22,3,Dusty,Diwali,5.5,21.72,39,Regular,1.66,198.3,1,17
IND_00965,Kolkata,10,4,Heavy_Rain,Eid,11.3,8.85,41,Budget,1.95,195.01,1,18
IND_00966,Mumbai,23,3,Humid,Regular,1.0,17.47,53,Budget,1.0,17.47,1,11
IND_00967,Chennai,22,4,Dusty,Diwali,17.4,19.68,35,Regular,1.66,568.44,1,17
IND_00968,Pune,14,4,Heavy_Rain,Holi,26.7,12.59,26,Premium,1.93,648.78,1,20
IND_00969,Ahmedabad,23,1,Dusty,Holi,28.6,15.74,46,Regular,1.71,769.78,1,15
IND_00970,Pune,22,3,Heavy_Rain,Eid,5.1,16.61,31,Premium,1.66,140.62,1,17
IND_00971,Hyderabad,10,6,Dusty,Diwali,2.3,13.76,43,Budget,1.69,53.49,1,17
IND_00972,Chennai,8,1,Dusty,Eid,3.1,21.0,49,Premium,1.57,102.21,1,15
IND_00973,Pune,21,5,Dusty,Diwali,17.4,27.76,23,Regular,1.88,908.09,1,19
IND_00974,Ahmedabad,14,4,Heavy_Rain,Diwali,2.1,13.46,16,Budget,2.01,56.81,1,21
IND_00975,Ahmedabad,14,4,Heavy_Rain,Holi,2.2,15.82,25,Regular,2.12,73.78,1,21
IND_00976,Delhi,22,4,Dusty,Holi,3.4,29.48,41,Budget,1.66,166.39,0,17
IND_00977,Chennai,2,6,Heavy_Rain,Diwali,2.3,17.22,78,Premium,2.07,81.98,1,12
IND_00978,Kolkata,12,7,Dusty,Holi,19.7,19.79,26,Budget,1.84,717.35,1,19
IND_00979,Chennai,11,7,Heavy_Rain,Holi,3.6,23.04,30,Budget,1.81,150.13,1,19
IND_00980,Ahmedabad,22,7,Dusty,Eid,27.0,16.93,43,Regular,1.91,873.08,1,19
IND_00981,Ahmedabad,22,4,Light_Rain,Regular,2.3,14.31,38,Regular,1.46,48.05,1,16
IND_00982,Pune,18,6,Dusty,Holi,2.9,20.72,10,Budget,1.73,103.95,1,23
IND_00983,Bangalore,0,7,Dusty,Eid,4.1,26.74,78,Regular,1.93,211.59,1,14
IND_00984,Delhi,12,4,Hot,Regular,1.0,21.85,22,Budget,1.4,30.59,1,17
IND_00985,Hyderabad,20,2,Dusty,Eid,2.1,11.99,21,Budget,1.66,41.8,1,18
IND_00986,Delhi,19,4,Heavy_Rain,Eid,2.3,19.76,27,Budget,2.06,93.62,1,21
IND_00987,Pune,12,1,Dusty,Holi,6.4,19.79,36,Budget,1.75,221.65,1,19
IND_00988,Kolkata,20,1,Humid,Regular,1.0,12.67,22,Budget,1.16,14.7,1,16
IND_00989,Delhi,23,3,Light_Rain,Regular,1.6,27.89,60,Budget,1.44,64.26,1,14
IND_00990,Kolkata,21,3,Dusty,Holi,2.1,9.5,26,Premium,1.52,30.32,1,18
IND_00991,Delhi,18,2,Heavy_Rain,Holi,2.3,31.33,10,Budget,1.72,123.94,1,23
IND_00992,Pune,21,5,Heavy_Rain,Eid,3.2,24.29,23,Regular,2.13,165.56,1,21
IND_00993,Chennai,11,7,Dusty,Holi,3.0,9.14,23,Budget,1.92,52.65,1,19
IND_00994,Chennai,14,6,Dusty,Holi,1.8,16.58,25,Regular,1.92,57.3,1,20
IND_00995,Pune,22,6,Hot,Regular,1.0,13.77,43,Regular,1.45,19.97,1,16
IND_00996,Mumbai,1,6,Heavy_Rain,Eid,8.7,33.84,81,Budget,2.2,647.7,0,14
IND_00997,Pune,12,3,Heavy_Rain,Eid,1.0,26.76,35,Budget,3.5,93.66,0,27
IND_00998,Bangalore,12,6,Dusty,Holi,5.6,24.93,23,Budget,1.99,277.82,1,20
IND_00999,Pune,14,3,Dusty,Eid,2.7,14.07,34,Budget,2.01,76.36,0,21
IND_01000,Hyderabad,23,5,Heavy_Rain,Diwali,1.8,9.93,53,Budget,1.79,31.99,0,15
IND_01001,Pune,6,7,Light_Rain,Regular,1.1,17.02,78,Budget,1.48,27.71,1,10
IND_01002,Chennai,8,2,Dusty,Eid,1.0,21.42,58,Regular,1.68,35.99,1,16
IND_01003,Ahmedabad,15,6,Heavy_Rain,Diwali,32.7,17.17,19,Budget,2.21,1240.82,1,22
IND_01004,Pune,17,5,Light_Rain,Regular,2.6,26.04,10,Budget,1.5,101.56,1,20
IND_01005,Delhi,15,7,Hot,Regular,1.4,24.01,12,Budget,1.23,41.35,1,18
IND_01006,Delhi,20,3,Dusty,Holi,4.5,29.78,31,Regular,2.07,277.4,1,20
IND_01007,Hyderabad,16,6,Heavy_Rain,Diwali,4.5,23.9,20,Budget,2.32,249.52,1,22
IND_01008,Ahmedabad,23,5,Heavy_Rain,Holi,1.0,12.31,47,Regular,3.5,43.09,1,24
IND_01009,Pune,0,1,Heavy_Rain,Holi,1.9,18.02,62,Premium,1.75,59.92,1,13
IND_01010,Kolkata,4,6,Heavy_Rain,Eid,3.9,19.32,100,Premium,1.91,143.91,0,10
IND_01011,Mumbai,11,5,Heavy_Rain,Holi,1.2,35.72,30,Regular,2.09,89.59,1,20
IND_01012,Kolkata,17,1,Heavy_Rain,Eid,1.0,20.55,15,Premium,1.5,30.83,1,20
IND_01013,Pune,9,1,Dusty,Holi,3.7,26.62,41,Budget,2.06,202.9,0,18
IND_01014,Bangalore,15,1,Dusty,Eid,1.4,28.32,11,Budget,1.67,66.21,0,20
IND_01015,Delhi,22,4,Hot,Regular,1.2,30.93,39,Budget,1.43,53.08,1,16
IND_01016,Kolkata,23,7,Heavy_Rain,Diwali,1.9,17.76,60,Regular,1.87,63.1,1,16
IND_01017,Pune,19,3,Dusty,Holi,1.6,20.44,14,Regular,1.58,51.67,1,19
IND_01018,Bangalore,20,1,Heavy_Rain,Diwali,3.4,22.6,39,Budget,1.77,136.01,0,19
IND_01019,Delhi,11,4,Heavy_Rain,Eid,3.1,14.55,41,Regular,2.06,92.92,1,20
IND_01020,Pune,11,6,Dusty,Holi,1.7,24.06,25,Budget,1.82,74.44,0,19
IND_01021,Kolkata,19,1,Heavy_Rain,Diwali,3.2,18.99,18,Budget,1.94,117.89,0,21
IND_01022,Pune,17,3,Heavy_Rain,Diwali,29.4,26.95,18,Premium,2.12,1679.74,1,23
IND_01023,Hyderabad,12,4,Dusty,Diwali,2.8,23.42,26,Budget,1.88,123.28,0,19
IND_01024,Pune,21,3,Heavy_Rain,Diwali,2.0,20.41,25,Premium,1.7,69.39,1,18
IND_01025,Delhi,21,6,Dusty,Holi,2.2,12.32,35,Regular,1.99,53.94,1,20
IND_01026,Hyderabad,16,1,Dusty,Holi,3.1,11.24,26,Regular,2.6,90.59,1,24
IND_01027,Hyderabad,15,6,Hot,Regular,2.2,18.2,16,Regular,1.49,59.66,1,19
IND_01028,Pune,18,4,Heavy_Rain,Holi,5.3,24.06,10,Premium,2.21,281.81,1,26
IND_01029,Hyderabad,11,2,Dusty,Diwali,1.0,14.28,25,Budget,1.99,28.42,1,20
IND_01030,Pune,11,2,Dusty,Eid,2.5,22.05,40,Budget,1.86,102.53,0,19
IND_01031,Delhi,20,7,Heavy_Rain,Holi,3.7,24.81,34,Premium,1.87,171.66,1,19
IND_01032,Mumbai,14,3,Dusty,Holi,4.3,15.16,26,Premium,2.63,171.44,1,24
IND_01033,Mumbai,4,7,Hot,Regular,1.4,32.41,99,Budget,1.37,62.16,1,7
IND_01034,Ahmedabad,13,5,Dusty,Eid,2.2,8.71,20,Regular,1.64,31.43,1,19
IND_01035,Kolkata,11,2,Heavy_Rain,Holi,1.8,7.66,29,Premium,1.65,22.75,1,18
IND_01036,Pune,12,2,Dusty,Eid,3.1,14.38,29,Regular,1.78,79.35,1,19
IND_01037,Pune,8,2,Dusty,Eid,9.9,25.96,42,Premium,2.39,614.24,1,19
IND_01038,Ahmedabad,13,2,Heavy_Rain,Diwali,1.0,7.69,17,Budget,1.55,11.92,0,18
IND_01039,Bangalore,0,1,Dusty,Diwali,3.4,24.12,73,Premium,2.36,193.54,0,16
IND_01040,Kolkata,17,2,Dusty,Holi,4.3,21.83,10,Budget,1.86,174.6,0,22
IND_01041,Delhi,12,7,Dusty,Diwali,1.0,16.69,37,Regular,1.71,28.54,1,18
IND_01042,Hyderabad,16,6,Heavy_Rain,Eid,10.2,17.92,19,Regular,1.67,305.25,1,19
IND_01043,Delhi,18,1,Dusty,Eid,2.3,17.66,10,Budget,1.84,74.74,0,24
IND_01044,Delhi,19,2,Heavy_Rain,Holi,4.6,21.07,15,Budget,2.08,201.6,0,21
IND_01045,Ahmedabad,15,4,Dusty,Eid,3.3,12.9,20,Regular,2.67,113.66,1,25
IND_01046,Ahmedabad,18,1,Heavy_Rain,Diwali,4.0,11.22,10,Premium,2.4,107.71,1,27
IND_01047,Mumbai,11,7,Hot,Regular,1.8,37.31,29,Budget,1.38,92.68,1,17
IND_01048,Pune,15,7,Heavy_Rain,Diwali,2.8,10.69,22,Budget,1.98,59.27,0,21
IND_01049,Bangalore,16,3,Dusty,Holi,2.0,12.41,23,Regular,1.81,44.92,1,20
IND_01050,Bangalore,15,6,Heavy_Rain,Holi,26.5,17.18,25,Regular,1.94,883.22,1,21
