hour,day_of_week,distance_km,base_fare,driver_supply,wait_time_mins,ride_completed,is_morning_peak,is_evening_peak,is_late_night,is_weekend,is_weekend_evening,hour_sin,hour_cos,dow_sin,dow_cos,weather_severity,is_rainy,is_heavy_rain,rain_x_peak,is_festival,festival_score,price_sensitivity,city_enc,weather_enc,special_event_enc,customer_segment_enc,surge_multiplier
9,2,29.0,27.04,51,17,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,7,1,0,0,1.79
17,2,3.8,7.38,19,23,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,0,2,0,0,2.12
17,4,3.8,20.97,15,23,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,4,2,2,2,2.12
12,5,2.3,21.31,26,24,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,2,4,2,2,2,2.81
19,1,1.1,27.27,27,19,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,3,7,1,0,0,1.67
6,6,5.8,19.1,85,11,0,0,0,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,3,2,2,0,0,1.74
18,4,1.7,22.27,10,23,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,2,1,2,2,1.68
17,3,1.2,8.77,10,22,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,2,2,2,0,1.94
21,4,2.1,22.93,30,19,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,2,2,2,2,1,2,1.78
12,1,2.6,16.53,31,18,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,5,1,2,0,1.7
19,3,2.5,19.47,17,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,1,0,1,0,1,1.74
16,7,2.7,33.26,27,20,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,2,6,2,0,2,1.78
5,4,1.0,16.91,98,18,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,0,2,1,2,3.5
10,3,1.4,15.74,41,18,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,2,0,1,2,2,1.95
9,1,1.9,18.74,48,15,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,1,6,3,3,1,1.49
18,4,1.8,37.75,10,25,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,3,6,1,0,0,2.06
17,7,2.1,11.98,16,24,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,4,1,2,0,2.16
13,2,1.3,8.12,34,28,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,1,4,1,0,1,3.5
1,7,2.9,21.04,69,13,1,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,2,1,2,0,2,1.93
15,3,1.0,22.98,10,18,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,3,4,3,3,0,1.36
11,4,1.2,19.57,41,19,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,1,2,1,0,1,1.94
20,3,3.9,40.62,32,21,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,2,6,1,2,2,2.18
19,3,2.8,13.44,21,21,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,3,0,2,1,0,1.98
15,5,1.0,11.11,28,19,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,3,0,1,0,0,1.52
18,5,1.8,24.63,10,23,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,1,4,1,0,1,1.79
2,7,1.0,9.07,75,19,1,0,0,0,1,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,2,2,0,0,3.5
22,2,3.9,19.61,36,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,5,2,0,0,1.82
20,3,1.0,14.8,38,16,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,4,1,0,1,0,0,1,5,5,3,1,1.24
13,1,2.9,26.38,17,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,3,1,3,2,0,1,1.83
20,5,1.7,30.0,38,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,3,2,2,0,1.82
21,2,3.1,14.34,32,20,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,3,3,2,1,0,1.99
10,3,1.0,13.43,44,13,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,3,7,0,3,0,1.0
18,5,1.1,19.81,10,23,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,2,3,2,2,2,1.66
6,4,2.3,12.28,76,11,1,0,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,3,2,1,2,1.72
17,2,4.3,22.75,20,24,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,1,1,2,0,2.28
15,2,2.2,10.34,28,21,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,4,2,0,0,2.0
13,1,2.0,11.67,35,22,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,3,3,5,2,0,0,2.22
6,6,14.5,21.55,87,10,1,0,0,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,3,5,2,0,0,1.6
22,3,3.8,15.53,28,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,1,7,2,1,1,1.72
1,7,2.1,16.03,85,14,1,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,0,1,1,2,2.21
18,4,3.6,16.24,10,26,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,5,1,2,0,2.36
17,2,1.8,29.88,10,26,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,3,6,2,1,0,2.58
11,3,1.6,12.06,33,19,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,4,1,1,0,1.86
20,4,2.1,25.88,36,15,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,3,6,0,3,0,1.0
12,6,1.2,15.49,21,17,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2,0,0,0,0,0,3,2,3,3,0,1.44
19,7,2.8,10.96,30,20,0,0,1,0,1,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,2,1,1,0,1.85
16,6,4.8,8.37,18,23,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,4,1,0,0,2.36
8,1,13.4,19.78,45,14,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,4,1,0,1,0,0,3,3,5,3,0,1.4
18,1,5.5,16.91,10,25,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,5,1,1,0,2.17
13,1,2.2,25.9,27,21,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,1,2,1,0,2.01
23,6,2.0,27.56,62,16,1,0,0,1,1,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,2,7,2,0,2,1.84
14,1,1.8,21.42,23,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,3,2,1,0,0,1.79
22,6,4.6,9.72,45,17,1,0,0,1,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,2,0,2,2,2,1.64
14,7,23.0,23.27,20,24,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,7,1,2,2,2.77
20,6,2.1,14.88,34,28,1,0,1,0,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,1,5,1,1,1,3.5
20,6,1.0,21.12,25,16,1,0,1,0,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4,1,0,1,0,0,3,7,5,3,0,1.23
12,3,1.3,14.73,33,17,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,3,4,3,3,0,1.41
19,1,2.9,10.82,22,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,5,1,1,1,1,3,2,5,2,0,2,1.83
17,4,3.6,10.45,11,23,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,5,2,2,2,2.01
12,7,3.8,12.62,33,20,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,0,1,2,0,2.03
21,4,11.3,10.04,29,19,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,2,1,0,2,2,1,1.91
15,1,3.0,30.08,21,20,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,5,1,1,0,1,3,3,3,2,0,0,1.7
17,4,1.0,13.67,10,18,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2,0,0,0,0,0,3,4,4,3,0,1.09
13,3,1.2,29.97,25,18,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,3,1,3,3,0,1.43
8,5,1.1,18.75,58,18,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,5,1,2,2,2.14
1,6,1.9,27.31,73,12,1,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,2,1,2,0,2,1.85
14,3,1.9,16.39,25,19,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,2,0,1,2,2,1.75
6,2,3.8,23.63,87,11,0,0,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,7,1,0,0,1.74
21,2,2.5,21.55,20,21,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,1,1,2,2,1,2.2
8,5,17.7,12.1,50,17,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,5,1,2,2,1.91
13,1,16.9,13.54,20,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,2,2,2,1,2,1.93
2,3,10.6,15.52,87,11,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,5,1,2,0,1.91
11,6,1.6,12.58,35,18,1,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,2,7,2,2,2,1.58
17,4,5.1,9.59,10,28,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,2,2,1,2,2.96
12,3,1.0,7.35,33,18,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,1,0,2,0,1,1.6
22,4,29.4,12.95,42,18,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,4,2,2,0,1.77
17,2,6.1,19.9,10,25,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,5,1,2,0,2.52
18,1,1.0,18.09,10,21,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,4,1,0,1,0,0,3,7,5,3,0,1.38
23,5,1.0,13.27,53,14,1,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,2,4,1,0,2,1.62
9,2,1.3,10.58,46,19,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,0,2,0,0,2.33
6,2,14.7,16.94,71,11,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,4,1,2,0,1.69
0,7,2.1,18.99,67,14,1,0,0,1,1,0,0.0,1.0,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,2,1,2,2,2.05
19,5,6.0,18.3,27,22,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,2,1,2,1,2,2.17
21,3,1.0,23.97,21,16,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,3,1,0,3,0,1.16
18,6,6.3,15.48,10,25,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,1,1,1,1,1,2.1
18,7,5.8,27.86,10,28,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,5,1,1,1,1,2,3,7,2,2,0,2.63
9,2,1.7,13.15,35,15,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,3,5,2,2,0,1.54
22,2,1.9,26.69,38,16,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,2,0,0,0,0,0,3,3,3,3,0,1.46
8,1,1.2,9.72,42,14,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,3,7,3,3,0,1.28
13,1,1.8,13.3,23,19,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,3,2,0,2,0,2,1.65
11,2,1.9,8.82,21,22,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,0,1,0,0,2.53
9,2,2.6,15.88,34,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,1,1,0,0,1.95
21,2,2.3,18.81,21,17,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,4,1,0,1,0,0,3,1,5,3,0,1.47
16,7,5.3,15.51,34,21,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,2,4,2,1,2,2.0
14,5,1.0,20.98,15,19,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,3,3,1,2,0,1.71
13,1,4.1,23.58,22,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,1,7,2,2,1,1.84
15,2,1.0,9.53,12,19,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,7,2,2,2,1.53
21,5,1.0,30.33,33,18,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,3,2,1,0,1.53
12,3,1.6,11.84,38,23,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,5,2,1,0,2.69
12,2,4.3,11.3,26,20,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,7,2,0,0,1.94
20,2,2.1,7.18,27,18,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,3,5,2,2,0,1.66
21,2,32.9,7.66,39,19,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,3,5,2,2,0,1.76
18,7,2.4,28.39,10,24,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,5,1,1,1,1,2,1,3,2,2,1,1.8
14,6,1.0,21.88,25,28,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,7,2,2,0,3.5
7,4,4.8,7.88,68,18,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,1,0,2,1,1,2.74
10,5,2.1,16.56,33,19,0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,3,3,4,2,0,0,2.03
20,3,29.6,23.39,34,19,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,5,1,1,1,1,3,3,7,2,0,0,1.76
22,4,1.1,17.51,45,15,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,3,1,0,3,0,1.16
0,5,3.0,16.61,68,12,1,0,0,1,0,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2,0,0,0,0,0,3,0,3,3,0,1.48
11,6,1.0,30.63,30,17,1,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,2,0,0,0,0,0,2,6,3,3,2,1.41
12,6,4.7,22.4,38,19,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,3,4,1,2,0,1.84
10,6,6.4,21.62,46,17,1,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,1,4,2,1,1,1.74
9,5,12.7,15.19,40,19,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,0,2,2,0,2.21
14,3,2.3,28.77,32,24,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,3,1,2,0,0,2.69
4,1,6.9,12.02,93,8,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,2,4,2,2,2,1.53
19,5,2.3,12.16,22,21,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,4,2,1,0,1.95
13,7,7.5,12.62,27,21,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,1,4,1,0,1,2.01
18,4,4.1,19.41,10,23,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,1,1,1,2,1.76
21,6,1.1,7.26,29,20,1,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,1,0,1,2,1,2.11
22,5,1.6,21.06,40,16,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,4,1,0,0,0,0,3,1,5,3,0,1.43
17,1,3.5,14.38,16,24,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,3,2,1,0,0,2.3
18,7,10.6,8.07,10,24,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,4,1,2,0,1.83
15,1,1.0,12.76,12,29,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,1,5,1,1,1,3.5
0,5,3.4,44.77,63,13,1,0,0,1,0,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,1,6,2,2,1,1.78
2,6,5.8,27.18,95,11,1,0,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,7,1,1,2,1.88
12,3,3.4,34.53,36,18,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,6,1,1,0,1.68
14,1,1.7,16.46,19,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,2,5,2,1,2,1.81
7,2,4.1,19.28,72,14,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,3,0,2,2,0,1.94
14,7,1.0,10.25,27,17,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,4,1,0,0,0,0,2,1,5,3,2,1.2
18,6,4.6,23.93,10,25,0,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,3,3,2,2,0,2.03
18,5,1.0,16.51,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,3,2,1,1,0,1.89
20,2,1.3,14.51,25,18,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,3,1,0,0,1.56
13,4,15.4,22.28,16,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,3,2,7,2,0,2,1.9
21,7,4.0,18.97,25,18,0,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,7,1,1,0,1.6
6,2,2.0,13.96,84,15,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,1,1,2,1,1,2.48
2,7,1.0,11.16,81,19,0,0,0,0,1,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,3,4,2,1,0,3.5
11,3,1.9,17.37,30,22,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,7,2,1,0,2.37
22,5,8.8,18.37,41,22,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,2,3,1,0,2,2.51
15,2,11.6,12.22,11,20,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,2,3,1,0,2,1.78
14,2,2.8,26.27,25,21,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,6,1,2,0,1.99
16,3,1.5,12.56,21,18,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,1,5,3,3,1,1.49
12,1,5.2,16.19,24,24,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,1,7,2,2,1,2.75
17,7,1.8,22.78,17,20,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,2,7,2,0,2,1.51
8,3,2.0,14.26,44,21,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,4,1,1,0,2.72
14,7,2.4,7.25,25,22,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,1,5,1,0,1,2.37
13,5,1.6,18.31,18,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,4,1,1,2,1.86
7,4,4.0,19.83,73,16,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,0,2,1,0,2.21
6,2,1.9,27.4,72,10,0,0,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,1,2,0,0,1.59
16,6,2.3,9.18,31,21,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,0,1,0,0,1.97
23,6,3.2,10.9,44,16,0,0,0,1,1,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,3,4,2,0,0,1.83
20,2,1.3,20.54,27,17,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2,0,0,0,0,0,3,5,3,3,0,1.4
